id^text^timestamp^created_at^uid^source_website^source_category^reposts_count^comments_count^attitudes_count^hot^rel_score^sensi
3780527100376876^#兰州工业学院校园招聘# 招聘单位：大连船舶重工集团 招聘时间：2014年11月25日上午10点 招聘地点：新阶梯201 需求专业：工科类 http://t.cn/z8glh8g^1416831362.0^Mon Nov 24 20:16:02 +0800 2014^5298193669^weibo_api_search_spider^keywords_corp_weiboapi.txt^1^^1^1^^
3779507267338457^今天查违章，大船重工南匝道口开发区特写，什么意思啊？@大连朱警官^1416588215.0^Sat Nov 22 00:43:35 +0800 2014^5127431978^weibo_api_search_spider^keywords_corp_weiboapi.txt^^1^^^^
3781647235225315^#船舶新闻# 【渤船重工215000吨散货船完成试航】215000吨散货船1号船离港试航，较公司节点计划提前6天。副总经理孙东明，部分助理级领导到现场为参加试航人员送行。215000吨散货船1号船是公司为百国山公司建造的两艘同类型船舶中的首制船。在该船系泊试验过程中，项目组及相关单位http://t.cn/RztCaRH^1417098423.0^Thu Nov 27 22:27:03 +0800 2014^2306961954^weibo_api_search_spider^keywords_corp_weiboapi.txt^2^2^1^2^^
3781986281403911^武船，我們的目標[酷]@言寺言寺多 @TAS_r @曾宝宝丶 @vV张半仙 ^1417179257.0^Fri Nov 28 20:54:17 +0800 2014^1929122535^weibo_api_search_spider^keywords_corp_weiboapi.txt^^^3^^^
3781930954576603^【海商资讯】武船集团交付首艘出口近海巡逻舰 http://t.cn/RzcnSn2^1417166066.0^Fri Nov 28 17:14:26 +0800 2014^1826295950^weibo_api_search_spider^keywords_corp_weiboapi.txt^^^1^^^
3781906854535123^武船威武[威武]^1417160321.0^Fri Nov 28 15:38:41 +0800 2014^1769926667^weibo_api_search_spider^keywords_corp_weiboapi.txt^^^^^^
3781901728662239^#武船#^1417159099.0^Fri Nov 28 15:18:19 +0800 2014^3281958934^weibo_api_search_spider^keywords_corp_weiboapi.txt^^^^^^
3779734347106784^北船重工真牛气！^1416642355.0^Sat Nov 22 15:45:55 +0800 2014^1096751563^weibo_api_search_spider^keywords_corp_weiboapi.txt^^^^^^
3780095083129008^黄岛到青岛方向依旧没开通，我们在已经堵到武船重工门口@青岛交通广播FM897 http://t.cn/z8bwLAZ^1416728361.0^Sun Nov 23 15:39:21 +0800 2014^1828248515^weibo_api_search_spider^keywords_corp_weiboapi.txt^2^^^2^^
3780486012649047^中船重工副总经理董强到海装（北美）公司考察指导工作 http://t.cn/Rz4IPG7^1416821566.0^Mon Nov 24 17:32:46 +0800 2014^3165946137^weibo_api_search_spider^keywords_leader_weiboapi.txt^1^^^1^^
3780122873732045^吹死你 //【武船造“深水三用工作船”海试成功 全球最先进】http://t.cn/RzydnvB (分享自 @今日头条)^1416734986.0^Sun Nov 23 17:29:46 +0800 2014^3105928517^weibo_api_search_spider^keywords_corp_weiboapi.txt^^^^^^
3780109837906142^早就吃出武船食堂的腐竹有味，原来比我想的还恶略！^1416731879.0^Sun Nov 23 16:37:59 +0800 2014^1372214893^weibo_api_search_spider^keywords_corp_weiboapi.txt^^^^^^
3780025351961957^【海商资讯】武船“海洋石油691”号AHTS完成海试 http://t.cn/RzyXhsr^1416711735.0^Sun Nov 23 11:02:15 +0800 2014^3245864662^weibo_api_search_spider^keywords_corp_weiboapi.txt^^^^^0.3599888548342156^
3779835102670678^武船院！ http://t.cn/RzL1MiY^1416666377.0^Sat Nov 22 22:26:17 +0800 2014^5360076150^weibo_api_search_spider^keywords_corp_weiboapi.txt^^^7^^^
3779740286418418^世界顶级三用船，南海采油好帮手。武船制造。 http://t.cn/8kREawH^1416643771.0^Sat Nov 22 16:09:31 +0800 2014^3355620302^weibo_api_search_spider^keywords_corp_weiboapi.txt^^^^^^
3781983651561265^已经潜伏中国重工，转起100^1417178631.0^Fri Nov 28 20:43:51 +0800 2014^1750069077^weibo_api_search_spider^keywords_corp_weiboapi.txt^^^1^^^
3781954501953602^#中国重工#股价永远沿着趋势变动的方向变化的，所以跟着趋势走永远不会出错，关注这只股票的朋友快来群【303460384】查询更多消息！验证码：中国重工^1417171681.0^Fri Nov 28 18:48:01 +0800 2014^3700728677^weibo_api_search_spider^keywords_corp_weiboapi.txt^^^^^0.36779047088325434^
3781927758510268^//@jimsimons: 让我想起去年牛逼哄哄的中国重工停牌也是这么说的。。^1417165305.0^Fri Nov 28 17:01:45 +0800 2014^2927311877^weibo_api_search_spider^keywords_corp_weiboapi.txt^^^^^^
3781913430917475^还出了部分云铜，永泰能源，中国重工等，减仓为60%^1417161889.0^Fri Nov 28 16:04:49 +0800 2014^1050670057^weibo_api_search_spider^keywords_corp_weiboapi.txt^^^^^^
3781901460652335^上证指数涨1.99％，可是下跌个股多于上涨个股。减磅潞安环能，持有中国重工，下周一看看是否买中储股份。^1417159034.0^Fri Nov 28 15:17:14 +0800 2014^5303513507^weibo_api_search_spider^keywords_corp_weiboapi.txt^^^^^1.4611312343271106^
